# 298 checkpoints, total 149.68 TB (149,675,743,140,895 bytes)
#           bytes	       GB	path
    73926542971	    73.93	gs://marin-us-central1/checkpoints/code-v3-p2b-wd0p01_wu0p03-qwen3-0.6b-base-e191d0/
    73926542874	    73.93	gs://marin-us-central1/checkpoints/code-v3-p3-highreg-cosine_d0p95-qwen3-0.6b-base-73c3ce/
    73926541751	    73.93	gs://marin-us-central1/checkpoints/code-v3-sweep-lr3e-4_bs64-qwen3-0.6b-base-0aab1b/
    73926541721	    73.93	gs://marin-us-central1/checkpoints/code-v3-sweep-lr3e-5_bs64-qwen3-0.6b-base-ed4a23/
    73926541370	    73.93	gs://marin-us-central1/checkpoints/code-extract-commented-qwen3-0.6b-base-sft-bedd7b/
    73926541318	    73.93	gs://marin-us-central1/checkpoints/code-extract-commented-qwen3-0.6b-sft-90436e/
    73926539868	    73.93	gs://marin-us-central1/checkpoints/code-v3-p2b-wd0p01_wu0p0-qwen3-0.6b-base-d3b6a9/
    73926539817	    73.93	gs://marin-us-central1/checkpoints/code-v3-p2b-wd0p1_wu0p03-qwen3-0.6b-base-1b1db9/
    73926537970	    73.93	gs://marin-us-central1/checkpoints/math-top3-extract-lr2e-6_bs64-qwen3-0.6b-base-5bc67a/
    73926537319	    73.93	gs://marin-us-central1/checkpoints/code-v3-p3-highreg-cosine_d0p9-qwen3-0.6b-base-3088fa/
    73926537278	    73.93	gs://marin-us-central1/checkpoints/code-v3-p2b-wd0p01_wu0p1-qwen3-0.6b-base-8bd5c5/
    73926537131	    73.93	gs://marin-us-central1/checkpoints/code-v3-p2b-wd0p05_wu0p0-qwen3-0.6b-base-b5471e/
    73926536029	    73.93	gs://marin-us-central1/checkpoints/code-v3-lowlr-lr3e-6_bs64-qwen3-0.6b-base-c1b667/
    73926536025	    73.93	gs://marin-us-central1/checkpoints/code-v3-sweep-lr5e-6_bs64-qwen3-0.6b-base-30eabe/
    73926535723	    73.93	gs://marin-us-central1/checkpoints/code-v3-p2b-wd0p05_wu0p03-qwen3-0.6b-base-424f4b/
    73926535685	    73.93	gs://marin-us-central1/checkpoints/code-v3-p2b-wd0p05_wu0p1-qwen3-0.6b-base-d7aef2/
    73926535248	    73.93	gs://marin-us-central1/checkpoints/math-top3-extract-lr5e-7_bs64_wd05-qwen3-0.6b-base-ebc6aa/
    73926533433	    73.93	gs://marin-us-central1/checkpoints/code-v3-sweep-lr5e-5_bs64-qwen3-0.6b-base-013c7f/
    73926532541	    73.93	gs://marin-us-central1/checkpoints/code-v3-p2b-wd0p1_wu0p1-qwen3-0.6b-base-ce4cdc/
    73926531954	    73.93	gs://marin-us-central1/checkpoints/code-v3-sweep-lr1e-5_bs64-qwen3-0.6b-base-d75e86/
    73926531179	    73.93	gs://marin-us-central1/checkpoints/math-mix-top3-qwen3-0.6b-base-6b12ed/
    73926529688	    73.93	gs://marin-us-central1/checkpoints/math-top3-extract-lr5e-6_bs64-qwen3-0.6b-base-f6ee8f/
    73926527415	    73.93	gs://marin-us-central1/checkpoints/code-v3-p2b-wd0p1_wu0p0-qwen3-0.6b-base-e758b2/
    73926527406	    73.93	gs://marin-us-central1/checkpoints/code-extract-plaintext-qwen3-0.6b-base-sft-5bce58/
    73926526941	    73.93	gs://marin-us-central1/checkpoints/math-top3-extract-lr1e-5_bs64-qwen3-0.6b-base-608dec/
    73926526586	    73.93	gs://marin-us-central1/checkpoints/code-v3-lowlr-lr2e-6_bs64-qwen3-0.6b-base-eff0fc/
    73926526296	    73.93	gs://marin-us-central1/checkpoints/code-v3-p2b-wd0p001_wu0p0-qwen3-0.6b-base-4cc942/
    73926525897	    73.93	gs://marin-us-central1/checkpoints/math-mix-v2-top3_plus_wordprob-qwen3-0.6b-base-a4da0e/
    73926525031	    73.93	gs://marin-us-central1/checkpoints/code-v3-lowlr-lr7e-6_bs64-qwen3-0.6b-base-d6c5dd/
    73926524830	    73.93	gs://marin-us-central1/checkpoints/code-v3-p2b-wd0p001_wu0p1-qwen3-0.6b-base-a62af0/
    73926524735	    73.93	gs://marin-us-central1/checkpoints/code-v3-p2b-wd0p001_wu0p03-qwen3-0.6b-base-1d04a3/
    73926524592	    73.93	gs://marin-us-central1/checkpoints/code-extract-plaintext-qwen3-0.6b-sft-dddf5e/
    73926523345	    73.93	gs://marin-us-central1/checkpoints/code-v3-p3-highreg-linear_d0p95-qwen3-0.6b-base-b07da0/
    73926523312	    73.93	gs://marin-us-central1/checkpoints/code-v3-p3-highreg-linear_d1p0-qwen3-0.6b-base-49c50f/
    73926520310	    73.93	gs://marin-us-central1/checkpoints/math-top3-extract-lr5e-7_bs64_wd01-qwen3-0.6b-base-995d21/
    73926519494	    73.93	gs://marin-us-central1/checkpoints/code-v3-sweep-lr1e-4_bs64-qwen3-0.6b-base-5fbe08/
    73926518874	    73.93	gs://marin-us-central1/checkpoints/math-top3-extract-lr5e-8_bs64-repro-qwen3-0.6b-base-2c9997/
    73926518685	    73.93	gs://marin-us-central1/checkpoints/math-top3-extract-lr2e-7_bs64-qwen3-0.6b-base-b57edb/
    73926518642	    73.93	gs://marin-us-central1/checkpoints/code-v3-p3-highreg-linear_d0p9-qwen3-0.6b-base-6b8054/
    73926517277	    73.93	gs://marin-us-central1/checkpoints/math-top3-extract-lr1e-7_bs64-qwen3-0.6b-base-55c406/
    73926516276	    73.93	gs://marin-us-central1/checkpoints/math-top3-extract-lr5e-7_bs64-qwen3-0.6b-base-266139/
    73926516009	    73.93	gs://marin-us-central1/checkpoints/math-top3-extract-lr2e-8_bs64-qwen3-0.6b-base-060a68/
    73926514715	    73.93	gs://marin-us-central1/checkpoints/math-top3-extract-lr1e-6_bs64-qwen3-0.6b-base-dc879c/
    73926513741	    73.93	gs://marin-us-central1/checkpoints/math-top3-extract-lr2e-5_bs64-qwen3-0.6b-base-d9a8ad/
    73926509014	    73.93	gs://marin-us-central1/checkpoints/math-top3-extract-lr3e-7_bs64-qwen3-0.6b-base-5aa978/
    73926508983	    73.93	gs://marin-us-central1/checkpoints/math-top3-extract-lr5e-8_bs64-qwen3-0.6b-base-116b3c/
    73926505067	    73.93	gs://marin-us-central1/checkpoints/math-mix-v2-top3_plus_mse-qwen3-0.6b-base-908e48/
    73926500091	    73.93	gs://marin-us-central1/checkpoints/mathhelpforum-resiliparse-qwen3-0.6b-sft-78b088/
    45316002372	    45.32	gs://marin-us-central1/checkpoints/mathhelpforum-extract-general-qwen3-0.6b-sft-54d4d6/
    38163371394	    38.16	gs://marin-us-central1/checkpoints/mathhelpforum-extract-qra-qwen3-0.6b-sft-feb6e5/
    28610531770	    28.61	gs://marin-us-central1/checkpoints/medical-extractv2-p2-wd0p1_wu0p03-qwen3-0.6b-022527/
     9552866250	     9.55	gs://marin-us-central1/checkpoints/math_multi_v2-gsm8k-qwen3-0.6b-base-sft-d48b5d/
     9552862048	     9.55	gs://marin-us-central1/checkpoints/mathhelpforum-gsm8k-qwen3-0.6b-base-sft-342e8a/
     9552855136	     9.55	gs://marin-us-central1/checkpoints/mathhelpforum-gsm8k-qwen3-0.6b-sft-a4b498/
     2400227258	     2.40	gs://marin-us-east5/checkpoints/medical-resili-p1-lr7e-6_bs64-qwen3-0.6b-24b1e7/
     2400227258	     2.40	gs://marin-us-east5/checkpoints/medical-extract-p1-lr5e-6_bs32-qwen3-0.6b-c967ff/
     2400226941	     2.40	gs://marin-us-east5/checkpoints/medical-resiliparse-qwen3-0.6b-sft-5bbd3e/
     2400226941	     2.40	gs://marin-us-east5/checkpoints/medical-resili-lowreg-qwen3-0.6b-aaec7f/
     2400226941	     2.40	gs://marin-us-east5/checkpoints/medical-resili-highreg-qwen3-0.6b-0cf223/
         524270	     0.00	gs://marin-us-central1/checkpoints/code-resiliparse-qwen3-0.6b-sft-c97c7a/
         224998	     0.00	gs://marin-us-central1/checkpoints/mathhelpforum-resiliparse-sft-1e20-qwen3-56a96f/
         194694	     0.00	gs://marin-us-central1/checkpoints/code-extract-general-qwen3-0.6b-sft-b2603e/
         169518	     0.00	gs://marin-us-central1/checkpoints/mathhelpforum-qra-sft-1e20-qwen3-c06b54/
         154950	     0.00	gs://marin-us-central1/checkpoints/mathhelpforum-qra-plaintext-sft-1e20-qwen3-8b0030/
         151307	     0.00	gs://marin-us-central1/checkpoints/mathhelpforum-sft-1e20-qwen3-v2-7c56cb/
         106798	     0.00	gs://marin-us-central1/checkpoints/mathhelpforum-sft-1e20-qwen3-8bd61a/
          28492	     0.00	gs://marin-us-central1/checkpoints/code-v3-sweep-lr3e-4_bs128-qwen3-0.6b-base-67da1f/
          28492	     0.00	gs://marin-us-central1/checkpoints/code-v3-sweep-lr1e-4_bs128-qwen3-0.6b-base-ae4129/
          28491	     0.00	gs://marin-us-central1/checkpoints/code-v3-sweep-lr5e-6_bs128-qwen3-0.6b-base-111ce5/
          28491	     0.00	gs://marin-us-central1/checkpoints/code-v3-sweep-lr5e-5_bs128-qwen3-0.6b-base-ec9a96/
          28491	     0.00	gs://marin-us-central1/checkpoints/code-v3-sweep-lr3e-5_bs128-qwen3-0.6b-base-fee229/
          28491	     0.00	gs://marin-us-central1/checkpoints/code-v3-sweep-lr1e-5_bs128-qwen3-0.6b-base-f22a55/
          28461	     0.00	gs://marin-us-central1/checkpoints/code-extract-commented-qwen3-0.6b-base-sft-1e177b/
          25446	     0.00	gs://marin-us-central1/checkpoints/mathhelpforum-sft-1e20-qwen3-b049cb/
          24377	     0.00	gs://marin-us-central1/checkpoints/math-v2-sweep-lr5e-7_bs128-qwen3-0.6b-base-138ea0/
          24377	     0.00	gs://marin-us-central1/checkpoints/math-v2-sweep-lr5e-6_bs128-qwen3-0.6b-base-1e07c4/
          24377	     0.00	gs://marin-us-central1/checkpoints/math-v2-sweep-lr2e-6_bs128-qwen3-0.6b-base-a16374/
          24377	     0.00	gs://marin-us-central1/checkpoints/math-v2-sweep-lr2e-5_bs128-qwen3-0.6b-base-2ed112/
          24377	     0.00	gs://marin-us-central1/checkpoints/math-v2-sweep-lr1e-6_bs128-qwen3-0.6b-base-bd0074/
          24377	     0.00	gs://marin-us-central1/checkpoints/math-v2-sweep-lr1e-5_bs128-qwen3-0.6b-base-c90ed2/
          21375	     0.00	gs://marin-us-central1/checkpoints/mathhelpforum-qra-sft-1e20-qwen3-a94f98/
          17351	     0.00	gs://marin-us-central1/checkpoints/medical-extract-starter-qwen3-0.6b-sft-afedcf/
          17332	     0.00	gs://marin-us-central1/checkpoints/medical-extract-highreg-qwen3-0.6b-e008ec/
          17328	     0.00	gs://marin-us-central1/checkpoints/medical-extract-lowreg-qwen3-0.6b-688e2e/
          11561	     0.00	gs://marin-us-central1/checkpoints/mathhelpforum-resiliparse-sft-1e20-qwen3-35007c/
          10676	     0.00	gs://marin-us-central1/checkpoints/mathhelpforum-extract-general-qwen3-0.6b-base-sft-5e1316/
          10560	     0.00	gs://marin-us-central1/checkpoints/mathhelpforum-extract-qra-qwen3-0.6b-base-sft-e5ee40/
           8007	     0.00	gs://marin-us-central1/checkpoints/mathhelpforum-resiliparse-qwen3-0.6b-base-sft-56f4c4/
